"a","b","sp"
-0.385526787775636,0.6624041984478,"sp1"
2.40635758079435,-0.373714032166286,"sp1"
0.0486986572686152,-0.904216832185507,"sp1"
-1.77984242284205,-0.46874554737291,"sp1"
1.43277687771793,-0.621778436539267,"sp1"
0.717375463003883,-1.04842273548667,"sp1"
1.13822057987971,-0.659302004739004,"sp1"
-0.18659347254025,1.04324110981233,"sp1"
-0.527963182435206,1.51782954201187,"sp1"
-0.470485973027208,1.24931737451923,"sp1"
0.877602289755332,0.607960015560531,"sp2"
-0.757839632909442,-0.131517861620537,"sp2"
0.372852775170957,0.0684584924217574,"sp2"
-1.39747773006424,-0.457426984144847,"sp2"
-0.335442686989162,-0.802577965769993,"sp2"
-0.653077941606492,0.226029867005283,"sp2"
-0.507586798496559,-0.67536806442888,"sp2"
0.946466782538271,-1.15817712280828,"sp2"
-2.16177351117014,0.552080539645172,"sp2"
0.347153915818703,-2.35266357320667,"sp2"
-0.343807473536395,-0.0753023752583245,"sp3"
-2.29057949768761,0.183155475676998,"sp3"
-2.24189022496453,0.637167432384635,"sp3"
-0.503118584540767,0.328162008271782,"sp3"
1.79382805033232,0.0860761732286309,"sp3"
-0.0741266415973463,-1.36514617505447,"sp3"
-0.702896949919478,-1.75128916189042,"sp3"
-0.138014906809283,1.18040066197037,"sp3"
2.8941288807562,0.988884584289694,"sp3"
0.478374082119374,1.22091062873095,"sp3"
0.331932692228765,0.164200003662334,"sp4"
-1.38033740717186,1.04417613142886,"sp4"
-1.40017450056602,0.626792542507494,"sp4"
1.86967982293936,1.50818349506284,"sp4"
-0.532309190983476,0.627702888834964,"sp4"
2.7952765408467,1.80409511073727,"sp4"
-0.950558425724494,-0.952970415878865,"sp4"
-0.170817220408758,0.972927824010043,"sp4"
2.40491665053234,0.358862129811977,"sp4"
0.244492609444355,1.75277538697984,"sp4"
-0.0971484340760948,-0.146099720540047,"sp5"
0.105347828479896,-1.95852935071785,"sp5"
2.33513399331232,-0.7255286863609,"sp5"
-0.903087217456019,0.152305921003979,"sp5"
1.11445754050106,1.67060069240888,"sp5"
-1.42115039650484,0.766970573256083,"sp5"
-0.617665753623029,0.0329561557740477,"sp5"
1.23858332670876,-0.578867938384699,"sp5"
0.485521334890618,0.0192446563885769,"sp5"
-0.69301653784353,-0.039010545444536,"sp5"
-0.886638006109873,0.770489738606109,"sp6"
0.521144965074795,0.0196264854101848,"sp6"
0.761714818937153,0.970642210952522,"sp6"
0.257712314565496,-0.856566966386017,"sp6"
-1.01016098923981,0.958302049127909,"sp6"
1.42105582941104,-0.658746606330826,"sp6"
1.7355519430864,-0.711740674844607,"sp6"
-0.369259249375778,-0.96982022573928,"sp6"
-1.10042274735528,-0.0278644029502039,"sp6"
0.432198664722479,0.978692372990015,"sp6"
-2.50015787558063,0.14056983529672,"sp7"
-0.462866177881251,-0.692530085552886,"sp7"
0.464338340651919,-0.222617282212298,"sp7"
0.672357016386747,-1.78153868740233,"sp7"
-0.786936826124726,-0.0962036053725076,"sp7"
0.718623128908019,-0.0918478115033018,"sp7"
-1.29638449560818,0.286302751711271,"sp7"
-1.23004313851029,1.03208377474812,"sp7"
1.97543456409809,0.368918857842713,"sp7"
1.5734175092043,-0.545262693425603,"sp7"
0.0789740507272414,0.458863746714183,"sp8"
0.702880137737303,0.634301950029747,"sp8"
-0.466066886277774,-0.326732096976905,"sp8"
0.432077057951395,1.2756295436896,"sp8"
0.326493971238394,-0.76494024116313,"sp8"
0.224640710172897,0.138189439458063,"sp8"
-0.462907548700289,-0.134457702386477,"sp8"
-2.05449818322888,1.42314559428501,"sp8"
-1.43988388707773,0.292741913300504,"sp8"
-0.631879273102096,0.476482176958517,"sp8"
-0.0799135752753275,0.934965164848301,"sp9"
-0.944454432103689,-2.07339493372338,"sp9"
0.134371201350253,1.55839447667195,"sp9"
0.510401372300365,0.698658067872017,"sp9"
-0.526377896387697,0.180679402380882,"sp9"
0.488092387642189,1.27931324048475,"sp9"
0.43138104988989,-0.517072895235805,"sp9"
1.04318427700645,-0.659412893220766,"sp9"
0.730002337445807,-1.37450683860348,"sp9"
1.26916276531537,-0.885432603869815,"sp9"
0.376728838987807,0.0693109191618477,"sp10"
-0.748023570187857,-0.361513290970732,"sp10"
0.461350832161281,-1.96647928123326,"sp10"
1.01628015293003,1.17727801342943,"sp10"
0.112434385763726,0.797021220164444,"sp10"
-0.175993401221768,0.7909835713961,"sp10"
0.758898820664192,-0.433634518916368,"sp10"
1.72901608950462,-1.28009904350574,"sp10"
-0.343580802561485,-1.55684506343392,"sp10"
0.102384242663346,0.633841051018122,"sp10"
-1.12361290366366,-0.218776177589848,"sp11"
0.682473603281779,0.69644801406655,"sp11"
1.09197708543181,-0.828825909403339,"sp11"
-0.0554311222106042,0.0888858089598021,"sp11"
-2.52163516619672,1.89301196026608,"sp11"
0.266686386969616,0.147960265698116,"sp11"
2.37962912095493,-0.314592539170908,"sp11"
1.19310978238354,1.89842872181907,"sp11"
0.126102221595527,1.81844388725543,"sp11"
-0.509949715835644,0.0907459491493736,"sp11"
-0.0593448346909784,-0.780762062915452,"sp12"
0.283774408434952,1.11840026061387,"sp12"
-0.643995776525798,-0.173059089782706,"sp12"
-0.413256718143893,-0.842405341616327,"sp12"
-0.256991466380883,-0.707074331860953,"sp12"
-2.01231888529449,1.74595840378728,"sp12"
-0.0147862907243468,1.38292722740306,"sp12"
0.833788546136197,1.08900493861838,"sp12"
0.176538751370921,0.414356411140695,"sp12"
-0.096896301906708,-1.8593564743494,"sp12"
0.555298062748904,-0.794437283711604,"sp13"
0.205233344772707,-1.054049611144,"sp13"
1.53574470107949,0.10618378743204,"sp13"
-1.02330691198444,1.41626435826548,"sp13"
-0.462497235601286,-1.94026705343524,"sp13"
