"c","d","sp"
-2.31426436105467,-1.36268979442023,"sp1"
0.35525727073431,-0.0322475321939474,"sp1"
-0.149777430057867,0.547286249037742,"sp1"
0.14301507554184,1.18452748873474,"sp1"
-0.354684076909932,0.0510750362784501,"sp1"
0.300876813475321,1.29176063137193,"sp1"
0.483397413643106,-1.09212363350836,"sp1"
1.2683762153624,0.546346890908052,"sp1"
1.15604846621463,2.40977457314855,"sp1"
-0.931823698513894,-0.822820131618446,"sp1"
-0.836350645127575,-1.56229812917939,"sp2"
0.0209712618719723,0.785691697045333,"sp2"
-0.34586571800778,0.118058102221053,"sp2"
-0.485193563008534,-2.95133347127395,"sp2"
0.63338230263371,0.884261262560841,"sp2"
0.422449069118618,0.667388795944154,"sp2"
-0.0153359608442647,1.10823358717723,"sp2"
0.58452243767368,2.12371336284142,"sp2"
-1.37893035344878,-1.23107910232807,"sp2"
-1.07133404366341,-0.696287964952705,"sp2"
-1.6368230929706,-0.00638730501960194,"sp3"
0.00951253945520879,0.551049066599962,"sp3"
1.03834082807888,3.01638452832422,"sp3"
-2.03770923660062,-3.96300823064353,"sp3"
0.269822826976638,-1.1340240220659,"sp3"
1.43727537445369,1.31885829159498,"sp3"
0.760636681927884,0.443897185832579,"sp3"
0.589052956391772,0.215081838129712,"sp3"
-0.0354280020041744,-1.56777517675978,"sp3"
0.182522516201812,2.35167597970919,"sp3"
-0.47442987041895,0.101762821887984,"sp4"
-1.09786571043605,0.710645390351248,"sp4"
-1.51776831722848,-2.17754523002372,"sp4"
-0.874377609185274,-1.37298190647251,"sp4"
0.450960308308446,-0.512418075456278,"sp4"
0.204775755417036,-1.01282863466818,"sp4"
-1.00912066833873,0.776406507952752,"sp4"
0.825973071250937,1.66177993200002,"sp4"
0.401095607391448,0.192452993717146,"sp4"
0.742828377960326,0.982128535734316,"sp4"
-0.817965642591192,1.01421741658921,"sp5"
-2.03155997127857,-3.48572971872637,"sp5"
1.63948378581104,1.97637923224219,"sp5"
-0.225345501270215,0.822903634743031,"sp5"
0.543089388338876,-0.434353662221984,"sp5"
0.148761190492355,1.15930933285837,"sp5"
-0.360982809816764,1.51816557915361,"sp5"
0.456454987946659,0.323983209755487,"sp5"
-0.827346233638134,-0.377753709956587,"sp5"
0.511538021360033,0.97316926508193,"sp5"
-0.222808614077268,-0.248349213571106,"sp6"
-1.12876522260692,-1.93685310153791,"sp6"
0.327098930202326,-1.4059311672152,"sp6"
-0.575108931430512,-0.33534222680961,"sp6"
0.239501236089277,2.35230845179252,"sp6"
-0.690653497325717,-0.372306996347242,"sp6"
0.987445896542532,0.540370545546645,"sp6"
-0.219754137403213,1.41051574637707,"sp6"
-0.926800548849472,-0.886785433620408,"sp6"
1.18259291067006,0.166866807619843,"sp6"
0.637852159470795,0.915281084497799,"sp7"
-0.102500036650532,-1.64815658919238,"sp7"
0.812473548807531,1.33474334769821,"sp7"
-1.58459778196957,-0.691063409836652,"sp7"
-0.156031366139717,-0.616560079261164,"sp7"
-1.05526094533534,-1.98310843678966,"sp7"
0.0982021884622433,-0.113541432737738,"sp7"
-0.910398033061208,-1.02719649791441,"sp7"
-0.38882510979093,0.200861306004963,"sp7"
-0.954594502365785,0.722260275773154,"sp7"
-0.425927056686863,-0.375443988620431,"sp8"
1.24198504281235,2.47488337856809,"sp8"
1.11894131554323,0.414647699263603,"sp8"
1.6320562198716,1.90084486301961,"sp8"
0.966758934048407,1.45158469151172,"sp8"
0.201167791931488,0.578531548469063,"sp8"
0.279374579044504,1.19986167911291,"sp8"
-0.501662806331146,0.0632939461193803,"sp8"
-0.106323330839733,-0.457135231923424,"sp8"
-1.88039790544883,-0.411684192873497,"sp8"
-1.10454881506965,-0.855883058421936,"sp9"
1.70184314399662,2.01720237475996,"sp9"
-0.999333718215684,-2.40710573440938,"sp9"
0.166725503991723,0.234540157796245,"sp9"
-0.237271237053832,-1.16557764893712,"sp9"
-0.202868485227056,0.048912477150673,"sp9"
-0.115033648978511,-0.0509318105826087,"sp9"
-0.974353223119721,0.684627491375472,"sp9"
-1.38429045234331,-0.543006010159095,"sp9"
0.112841162473562,-1.39501035551395,"sp9"
-0.0994637411165003,0.0893805727643276,"sp10"
-0.718576736951112,-0.279118498531303,"sp10"
1.75819112514818,1.7970190103236,"sp10"
1.67513022148863,1.11535682128614,"sp10"
0.865903428875051,0.561705525085649,"sp10"
1.11979870539116,0.193243721623552,"sp10"
-0.121143057382083,0.673871904512126,"sp10"
-0.162078116775755,1.24025863789057,"sp10"
2.12036903531245,2.75479169625219,"sp10"
1.38104152016947,-1.29169424370668,"sp10"
-0.606994565334759,-2.08868087649579,"sp11"
-0.383012147838315,-0.0701341759837381,"sp11"
0.767464088270948,-0.722198929067977,"sp11"
0.399536260869826,0.797201516246701,"sp11"
-0.223880164312335,-0.350786593676806,"sp11"
0.696543677037219,-0.0244582724455171,"sp11"
0.848107713923342,0.521154882178977,"sp11"
0.403710942466365,1.06436804806057,"sp11"
0.656613691872986,1.76513478360903,"sp11"
-0.243720713319524,0.0523267353587692,"sp11"
0.943816435310358,0.357023318421344,"sp12"
-1.20492454862235,-0.533028167032786,"sp12"
0.435207178743529,0.0101185724435809,"sp12"
0.0190302561880093,0.428892211550196,"sp12"
0.879158011954506,0.181342448057705,"sp12"
-1.25793872550014,-1.38047134708404,"sp12"
0.0808493820063552,-0.281812001652184,"sp12"
-0.351454395960209,-0.206564129171528,"sp12"
-0.207272646831924,2.0416339279988,"sp12"
1.36848080692538,0.190100085012554,"sp12"
-0.581674688306467,-1.32330929725238,"sp13"
-0.454331170224029,-0.161384102926756,"sp13"
0.723773923427094,-0.0978271411949789,"sp13"
0.5055096511809,0.778753431002613,"sp13"
0.663698450416615,0.195601641271705,"sp13"
0.205119058635692,0.741511518297715,"sp13"
-1.32453873816501,-2.00465242468755,"sp13"
-0.0531362188341992,-1.64810700469932,"sp13"
1.94869966589805,1.59155179148057,"sp13"
1.15369666703615,1.25334673996744,"sp13"
-0.494049670602188,0.295711457850895,"sp14"
-0.438822066770251,-0.253136839697893,"sp14"
0.872377355848523,2.0476510257079,"sp14"
-1.0341185968644,-0.742406787921494,"sp14"
-2.87212497856013,-3.96747042329279,"sp14"
0.73512017998676,-0.581721161716645,"sp14"
0.07875118772251,-0.138759446210167,"sp14"
-0.630467084806574,-0.0421554047742601,"sp14"
0.0279145053767681,1.41094180740144,"sp14"
0.556286897147948,1.04631280065496,"sp14"
-1.26771649963203,-0.981253136569552,"sp15"
